Date,Shelter_ID,Capacity_Beds,Occupied_Beds,Capacity_Rooms,Occupied_Rooms,Unoccupied_Beds,Unoccupied_Rooms,Bed_Occupancy_Rate,Room_Occupancy_Rate,Service_User_Count
2023-12-02,1016,150,82,70,32,68,38,0.5466666666666666,0.45714285714285713,114
2023-12-03,1016,114,81,60,35,33,25,0.7105263157894737,0.5833333333333334,116
2023-12-04,1016,101,96,68,41,5,27,0.9504950495049505,0.6029411764705882,137
2023-12-05,1016,101,98,60,46,3,14,0.9702970297029703,0.7666666666666667,144
2023-12-06,1016,102,85,90,52,17,38,0.8333333333333334,0.5777777777777777,137
2023-12-07,1016,132,106,59,39,26,20,0.803030303030303,0.6610169491525424,145
2023-12-08,1016,109,72,66,38,37,28,0.6605504587155964,0.5757575757575758,110
2023-12-09,1016,124,83,95,38,41,57,0.6693548387096774,0.4,121
2023-12-10,1016,136,106,80,45,30,35,0.7794117647058824,0.5625,151
2023-12-11,1016,104,88,71,36,16,35,0.8461538461538461,0.5070422535211268,124
2023-12-12,1016,127,74,70,25,53,45,0.5826771653543307,0.35714285714285715,99
2023-12-13,1016,150,91,68,42,59,26,0.6066666666666667,0.6176470588235294,133
2023-12-14,1016,141,73,70,37,68,33,0.5177304964539007,0.5285714285714286,110
2023-12-15,1016,143,76,62,38,67,24,0.5314685314685315,0.6129032258064516,114
2023-12-16,1016,116,81,93,39,35,54,0.6982758620689655,0.41935483870967744,120
2023-12-17,1016,149,75,83,42,74,41,0.5033557046979866,0.5060240963855421,117
2023-12-18,1016,141,65,51,45,76,6,0.46099290780141844,0.8823529411764706,110
2023-12-19,1016,145,79,74,35,66,39,0.5448275862068965,0.47297297297297297,114
2023-12-20,1016,116,70,65,41,46,24,0.603448275862069,0.6307692307692307,111
2023-12-21,1016,114,68,94,35,46,59,0.5964912280701754,0.3723404255319149,103
2023-12-22,1016,140,69,62,43,71,19,0.4928571428571429,0.6935483870967742,112
2023-12-23,1016,122,86,100,41,36,59,0.7049180327868853,0.41,127
2023-12-24,1016,103,88,77,34,15,43,0.8543689320388349,0.44155844155844154,122
2023-12-25,1016,128,82,98,40,46,58,0.640625,0.40816326530612246,122
2023-12-26,1016,142,74,75,37,68,38,0.5211267605633803,0.49333333333333335,111
2023-12-27,1016,132,84,97,41,48,56,0.6363636363636364,0.422680412371134,125
2023-12-28,1016,137,93,56,28,44,28,0.6788321167883211,0.5,121
2023-12-29,1016,103,89,100,36,14,64,0.8640776699029126,0.36,125
2023-12-30,1016,113,70,68,34,43,34,0.6194690265486725,0.5,104
2023-12-31,1016,128,64,95,43,64,52,0.5,0.45263157894736844,107
2023-01-01,1017,133,60,61,47,73,14,0.45112781954887216,0.7704918032786885,107
2023-01-02,1017,102,84,84,36,18,48,0.8235294117647058,0.42857142857142855,120
2023-01-03,1017,103,74,50,35,29,15,0.7184466019417476,0.7,109
2023-01-04,1017,103,84,87,38,19,49,0.8155339805825242,0.4367816091954023,122
2023-01-05,1017,102,84,72,38,18,34,0.8235294117647058,0.5277777777777778,122
2023-01-06,1017,101,78,90,36,23,54,0.7722772277227723,0.4,114
2023-01-07,1017,134,82,70,47,52,23,0.6119402985074627,0.6714285714285714,129
2023-01-08,1017,100,88,68,46,12,22,0.88,0.6764705882352942,134
2023-01-09,1017,105,85,99,31,20,68,0.8095238095238095,0.31313131313131315,116
2023-01-10,1017,109,75,91,39,34,52,0.6880733944954128,0.42857142857142855,114
2023-01-11,1017,111,101,97,39,10,58,0.9099099099099099,0.4020618556701031,140
2023-01-12,1017,121,80,76,42,41,34,0.6611570247933884,0.5526315789473685,122
2023-01-13,1017,104,97,64,43,7,21,0.9326923076923077,0.671875,140
2023-01-14,1017,144,76,68,52,68,16,0.5277777777777778,0.7647058823529411,128
2023-01-15,1017,123,83,79,35,40,44,0.6747967479674797,0.4430379746835443,118
2023-01-16,1017,124,73,81,36,51,45,0.5887096774193549,0.4444444444444444,109
2023-01-17,1017,110,60,74,44,50,30,0.5454545454545454,0.5945945945945946,104
2023-01-18,1017,139,74,92,46,65,46,0.5323741007194245,0.5,120
2023-01-19,1017,150,92,97,42,58,55,0.6133333333333333,0.4329896907216495,134
2023-01-20,1017,132,75,51,50,57,1,0.5681818181818182,0.9803921568627451,125
2023-01-21,1017,136,80,94,48,56,46,0.5882352941176471,0.5106382978723404,128
2023-01-22,1017,138,88,89,36,50,53,0.6376811594202898,0.4044943820224719,124
2023-01-23,1017,134,71,97,41,63,56,0.5298507462686567,0.422680412371134,112
2023-01-24,1017,106,83,68,43,23,25,0.78301886792452835,0.6323529411764706,126
2023-01-25,1017,131,74,100,44,57,56,0.5648854961832062,0.44,118
2023-01-26,1017,147,83,87,34,64,53,0.564625850340136,0.39080459770114945,117
2023-01-27,1017,112,80,76,45,32,31,0.7142857142857143,0.5921052631578947,125
2023-01-28,1017,133,80,50,32,53,18,0.6015037593984962,0.64,112
2023-01-29,1017,149,74,79,39,75,40,0.49664429530201343,0.4936708860759494,113
2023-01-30,1017,121,71,57,57,50,0,0.5867768595041323,1,128
2023-01-31,1017,108,71,87,50,37,37,0.6574074074074074,0.5747126436781609,121
2023-02-01,1017,135,102,73,33,33,40,0.7555555555555555,0.4520547945205479,135
2023-02-02,1017,121,79,73,40,42,33,0.6528925619834711,0.547945205479452,119
2023-02-03,1017,110,83,80,36,27,44,0.7545454545454545,0.45,119
2023-02-04,1017,137,82,70,39,55,31,0.5985401459854015,0.5571428571428572,121
2023-02-05,1017,112,81,90,39,31,51,0.7232142857142857,0.43333333333333335,120
2023-02-06,1017,132,101,91,42,31,49,0.7651515151515151,0.46153846153846156,143
2023-02-07,1017,105,85,90,39,20,51,0.8095238095238095,0.43333333333333335,124
2023-02-08,1017,118,77,60,47,41,13,0.652542372881356,0.7833333333333333,124
2023-02-09,1017,145,98,97,42,47,55,0.6758620689655173,0.4329896907216495,140
2023-02-10,1017,100,88,99,44,12,55,0.88,0.4444444444444444,132
2023-02-11,1017,128,69,73,36,59,37,0.5390625,0.4931506849315068,105
2023-02-12,1017,142,89,96,44,53,52,0.6267605633802817,0.4583333333333333,133
2023-02-13,1017,147,92,76,35,55,41,0.6258503401360545,0.4605263157894737,127
2023-02-14,1017,115,81,63,43,34,20,0.7043478260869566,0.6825396825396826,124
2023-02-15,1017,145,67,55,34,78,21,0.46206896551724136,0.6181818181818182,101
2023-02-16,1017,149,70,93,47,79,46,0.4697986577181208,0.5053763440860215,117
2023-02-17,1017,125,73,97,47,52,50,0.584,0.4845360824742268,120
2023-02-18,1017,102,80,57,49,22,8,0.7843137254901961,0.8596491228070176,129
2023-02-19,1017,134,76,60,52,58,8,0.5671641791044776,0.8666666666666667,128
2023-02-20,1017,141,83,98,49,58,49,0.5886524822695035,0.5,132
2023-02-21,1017,107,98,95,44,9,51,0.9158878504672897,0.4631578947368421,142
2023-02-22,1017,149,92,86,43,57,43,0.6174496644295302,0.5,135
2023-02-23,1017,100,65,72,30,35,42,0.65,0.4166666666666667,95
2023-02-24,1017,106,86,61,45,20,16,0.8113207547169812,0.7377049180327869,131
2023-02-25,1017,132,70,50,48,62,2,0.5303030303030303,0.96,118
2023-02-26,1017,130,77,56,31,53,25,0.5923076923076923,0.5535714285714286,108
2023-02-27,1017,109,75,78,40,34,38,0.6880733944954128,0.5128205128205128,115
2023-02-28,1017,115,77,58,35,38,23,0.6695652173913044,0.603448275862069,112
2023-03-01,1017,124,85,50,35,39,15,0.6854838709677419,0.7,120
2023-03-02,1017,141,90,94,39,51,55,0.6382978723404256,0.4148936170212766,129
2023-03-03,1017,119,67,81,35,52,46,0.5630252100840336,0.43209876543209874,102
2023-03-04,1017,143,82,75,40,61,35,0.5734265734265734,0.5333333333333333,122
2023-03-05,1017,135,75,75,45,60,30,0.5555555555555556,0.6,120
2023-03-06,1017,149,66,83,34,83,49,0.4429530201342282,0.40963855421686746,100
2023-03-07,1017,141,83,74,30,58,44,0.5886524822695035,0.40540540540540543,113
2023-03-08,1017,123,95,95,29,28,66,0.7723577235772358,0.30526315789473685,124
2023-03-09,1017,143,87,74,41,56,33,0.6083916083916084,0.5540540540540541,128
2023-03-10,1017,141,81,67,31,60,36,0.574468085106383,0.4626865671641791,112
2023-03-11,1017,125,77,53,52,48,1,0.616,0.9811320754716981,129
2023-03-12,1017,106,84,69,43,22,26,0.7924528301886793,0.6231884057971014,127
2023-03-13,1017,149,88,70,50,61,20,0.5906040268456376,0.7142857142857143,138
2023-03-14,1017,123,81,52,35,42,17,0.6585365853658537,0.6730769230769231,116
2023-03-15,1017,120,72,87,39,48,48,0.6,0.4482758620689655,111
2023-03-16,1017,126,78,67,33,48,34,0.6190476190476191,0.4925373134328358,111
2023-03-17,1017,145,84,84,41,61,43,0.5793103448275863,0.4880952380952381,125
2023-03-18,1017,145,77,97,41,68,56,0.5310344827586206,0.422680412371134,118
2023-03-19,1017,126,73,69,37,53,32,0.5793650793650794,0.5362318840579711,110
2023-03-20,1017,148,82,57,35,66,22,0.5540540540540541,0.6140350877192983,117
2023-03-21,1017,116,82,79,47,34,32,0.7068965517241379,0.5949367088607594,129
2023-03-22,1017,105,78,53,42,27,11,0.7428571428571429,0.7924528301886793,120
2023-03-23,1017,137,80,61,40,57,21,0.583941605839416,0.6557377049180327,120
2023-03-24,1017,135,75,99,45,60,54,0.5555555555555556,0.45454545454545453,120
2023-03-25,1017,119,85,82,38,34,44,0.7142857142857143,0.4634146341463415,123
2023-03-26,1017,116,76,71,49,40,22,0.6551724137931034,0.6901408450704225,125
2023-03-27,1017,130,96,68,38,34,30,0.7384615384615385,0.5588235294117647,134
2023-03-28,1017,114,73,67,41,41,26,0.6403508771929824,0.6119402985074627,114
2023-03-29,1017,106,82,79,44,24,35,0.7735849056603774,0.5569620253164557,126
2023-03-30,1017,116,86,57,38,30,19,0.7413793103448276,0.6666666666666666,124
2023-03-31,1017,113,90,98,37,23,61,0.7964601769911505,0.37755102040816324,127
2023-04-01,1017,109,82,68,54,27,14,0.7522935779816514,0.7941176470588235,136
2023-04-02,1017,123,84,96,35,39,61,0.6829268292682927,0.3645833333333333,119
2023-04-03,1017,147,64,85,38,83,47,0.43537414965986393,0.4470588235294118,102
2023-04-04,1017,135,66,89,35,69,54,0.4888888888888889,0.39325842696629215,101
2023-04-05,1017,133,80,67,39,53,28,0.6015037593984962,0.582089552238806,119
2023-04-06,1017,126,91,52,36,35,16,0.7222222222222222,0.6923076923076923,127
2023-04-07,1017,120,85,67,33,35,34,0.7083333333333334,0.4925373134328358,118
2023-04-08,1017,108,71,74,30,37,44,0.6574074074074074,0.40540540540540543,101
2023-04-09,1017,122,75,64,39,47,25,0.6147540983606558,0.609375,114
2023-04-10,1017,118,67,71,42,51,29,0.5677966101694916,0.5915492957746479,109
2023-04-11,1017,145,72,95,39,73,56,0.496551724137931,0.4105263157894737,111
2023-04-12,1017,113,72,59,35,41,24,0.6371681415929203,0.5932203389830508,107
2023-04-13,1017,102,89,59,37,13,22,0.8725490196078431,0.6271186440677966,126
2023-04-14,1017,111,82,70,36,29,34,0.7387387387387387,0.5142857142857142,118
2023-04-15,1017,105,76,85,37,29,48,0.7238095238095238,0.43529411764705883,113
2023-04-16,1017,127,74,85,42,53,43,0.5826771653543307,0.49411764705882355,116
2023-04-17,1017,128,90,77,31,38,46,0.703125,0.4025974025974026,121
2023-04-18,1017,146,88,51,36,58,15,0.6027397260273972,0.7058823529411765,124
2023-04-19,1017,104,84,51,37,20,14,0.8076923076923077,0.7254901960784313,121
2023-04-20,1017,139,86,61,35,53,26,0.6187050359712231,0.5737704918032787,121
2023-04-21,1017,139,74,57,45,65,12,0.5323741007194245,0.7894736842105263,119
2023-04-22,1017,104,84,87,33,20,54,0.8076923076923077,0.3793103448275862,117
2023-04-23,1017,138,88,57,39,50,18,0.6376811594202898,0.6842105263157895,127
2023-04-24,1017,137,71,53,44,66,9,0.5182481751824818,0.8301886792452831,115
2023-04-25,1017,116,72,96,50,44,46,0.6206896551724138,0.5208333333333334,122
2023-04-26,1017,126,77,74,46,49,28,0.6111111111111112,0.6216216216216216,123
2023-04-27,1017,139,72,96,47,67,49,0.5179856115107914,0.4895833333333333,119
2023-04-28,1017,111,73,65,43,38,22,0.6576576576576577,0.6615384615384615,116
2023-04-29,1017,107,75,70,36,32,34,0.7009345794392523,0.5142857142857142,111
2023-04-30,1017,100,80,58,38,20,20,0.8,0.6551724137931034,118
2023-05-01,1017,133,83,96,32,50,64,0.6240601503759399,0.3333333333333333,115
2023-05-02,1017,126,89,83,44,37,39,0.7063492063492064,0.5301204819277109,133
2023-05-03,1017,138,75,82,53,63,29,0.5434782608695652,0.6463414634146342,128
2023-05-04,1017,144,79,74,35,65,39,0.5486111111111112,0.47297297297297297,114
2023-05-05,1017,114,89,70,46,25,24,0.7807017543859649,0.6571428571428571,135
2023-05-06,1017,149,90,91,44,59,47,0.6040268456375839,0.4835164835164835,134
2023-05-07,1017,113,68,90,32,45,58,0.6017699115044248,0.35555555555555557,100
2023-05-08,1017,141,87,84,47,54,37,0.6170212765957447,0.5595238095238095,134
2023-05-09,1017,123,90,57,45,33,12,0.7317073170731707,0.7894736842105263,135
2023-05-10,1017,128,86,50,49,42,1,0.671875,0.98,135
2023-05-11,1017,128,71,93,54,57,39,0.5546875,0.5806451612903226,125
2023-05-12,1017,126,72,81,36,54,45,0.5714285714285714,0.4444444444444444,108
2023-05-13,1017,122,80,66,35,42,31,0.6557377049180327,0.5303030303030303,115
2023-05-14,1017,142,80,60,46,62,14,0.5633802816901409,0.7666666666666667,126
2023-05-15,1017,105,67,85,26,38,59,0.638095238095238,0.3058823529411765,93
2023-05-16,1017,103,73,74,38,30,36,0.7087378640776699,0.5135135135135135,111
2023-05-17,1017,109,94,61,38,15,23,0.8623853211009175,0.6229508196721312,132
2023-05-18,1017,150,84,77,37,66,40,0.56,0.4805194805194805,121
2023-05-19,1017,102,88,63,38,14,25,0.8627450980392157,0.6031746031746031,126
2023-05-20,1017,103,76,64,37,27,27,0.7378640776699029,0.578125,113
2023-05-21,1017,109,81,97,44,28,53,0.7431192660550459,0.4536082474226804,125
2023-05-22,1017,106,71,94,30,35,64,0.6698113207547169,0.3191489361702128,101
2023-05-23,1017,125,75,64,35,50,29,0.6,0.546875,110
2023-05-24,1017,137,76,89,33,61,56,0.5547445255474452,0.3707865168539326,109
2023-05-25,1017,107,68,65,35,39,30,0.6355140186915887,0.5384615384615384,103
2023-05-26,1017,144,69,59,38,75,21,0.4791666666666667,0.6440677966101694,107
2023-05-27,1017,108,90,65,37,18,28,0.8333333333333334,0.5692307692307692,127
2023-05-28,1017,144,71,86,39,73,47,0.4930555555555556,0.45348837209302323,110
2023-05-29,1017,115,82,91,38,33,53,0.7130434782608696,0.4175824175824176,120
2023-05-30,1017,102,88,58,40,14,18,0.8627450980392157,0.6896551724137931,128
2023-05-31,1017,119,76,64,39,43,25,0.6386554621848739,0.609375,115
2023-06-01,1017,141,72,61,37,69,24,0.5106382978723404,0.6065573770491803,109
2023-06-02,1017,150,85,99,35,65,64,0.5666666666666667,0.35353535353535354,120
2023-06-03,1017,122,79,80,43,43,37,0.6475409836065574,0.5375,122
2023-06-04,1017,108,81,75,35,27,40,0.75,0.4666666666666667,116
2023-06-05,1017,102,70,98,57,32,41,0.6862745098039216,0.5816326530612245,127
2023-06-06,1017,144,86,57,42,58,15,0.5972222222222222,0.7368421052631579,128
2023-06-07,1017,132,81,91,42,51,49,0.6136363636363636,0.46153846153846156,123
2023-06-08,1017,127,72,65,36,55,29,0.5669291338582677,0.5538461538461539,108
2023-06-09,1017,112,88,56,34,24,22,0.7857142857142857,0.6071428571428571,122
2023-06-10,1017,137,71,82,40,66,42,0.5182481751824818,0.4878048780487805,111
2023-06-11,1017,147,89,56,38,58,18,0.6054421768707483,0.6785714285714286,127
2023-06-12,1017,136,79,71,40,57,31,0.5808823529411765,0.5633802816901409,119
2023-06-13,1017,124,79,88,29,45,59,0.6370967741935484,0.32954545454545453,108
2023-06-14,1017,110,85,90,38,25,52,0.7727272727272727,0.4222222222222222,123
2023-06-15,1017,140,74,74,46,66,28,0.5285714285714286,0.6216216216216216,120
2023-06-16,1017,135,80,88,26,55,62,0.5925925925925926,0.29545454545454547,106
2023-06-17,1017,146,99,60,35,47,25,0.678082191780822,0.5833333333333334,134
2023-06-18,1017,137,82,67,43,55,24,0.5985401459854015,0.6417910447761194,125
2023-06-19,1017,132,69,76,29,63,47,0.5227272727272727,0.3815789473684211,98
2023-06-20,1017,126,86,59,41,40,18,0.6825396825396826,0.6949152542372882,127
2023-06-21,1017,130,90,99,47,40,52,0.6923076923076923,0.47474747474747475,137
2023-06-22,1017,112,85,50,36,27,14,0.7589285714285714,0.72,121
2023-06-23,1017,131,85,78,44,46,34,0.648854961832061,0.5641025641025641,129
2023-06-24,1017,101,67,54,31,34,23,0.6633663366336634,0.5740740740740741,98
2023-06-25,1017,102,78,73,36,24,37,0.7647058823529411,0.4931506849315068,114
2023-06-26,1017,136,86,75,41,50,34,0.6323529411764706,0.5466666666666666,127
2023-06-27,1017,131,93,77,37,38,40,0.7099236641221374,0.4805194805194805,130
2023-06-28,1017,150,80,92,53,70,39,0.5333333333333333,0.5760869565217391,133
2023-06-29,1017,140,90,75,27,50,48,0.6428571428571429,0.36,117
2023-06-30,1017,137,82,61,42,55,19,0.5985401459854015,0.6885245901639344,124
2023-07-01,1017,108,92,70,53,16,17,0.8518518518518519,0.7571428571428571,145
2023-07-02,1017,107,77,89,44,30,45,0.719626168224299,0.4943820224719101,121
2023-07-03,1017,120,89,52,48,31,4,0.7416666666666667,0.9230769230769231,137
2023-07-04,1017,142,68,62,41,74,21,0.4788732394366197,0.6612903225806451,109
2023-07-05,1017,103,82,83,41,21,42,0.7961165048543689,0.4939759036144578,123
2023-07-06,1017,149,82,51,42,67,9,0.5503355704697986,0.8235294117647058,124
2023-07-07,1017,140,79,89,34,61,55,0.5642857142857143,0.38202247191011235,113
2023-07-08,1017,105,84,67,43,21,24,0.8,0.6417910447761194,127
2023-07-09,1017,112,90,84,38,22,46,0.8035714285714286,0.4523809523809524,128
2023-07-10,1017,134,91,58,52,43,6,0.6791044776119403,0.896551724137931,143
2023-07-11,1017,123,73,58,36,50,22,0.5934959349593496,0.6206896551724138,109
2023-07-12,1017,135,87,57,41,48,16,0.6444444444444445,0.7192982456140351,128
2023-07-13,1017,128,71,79,40,57,39,0.5546875,0.5063291139240507,111
2023-07-14,1017,150,80,74,36,70,38,0.5333333333333333,0.4864864864864865,116
2023-07-15,1017,140,88,50,42,52,8,0.6285714285714286,0.84,130
2023-07-16,1017,115,86,52,35,29,17,0.7478260869565218,0.6730769230769231,121
2023-07-17,1017,130,88,54,36,42,18,0.676923076923077,0.6666666666666666,124
2023-07-18,1017,150,79,56,37,71,19,0.5266666666666666,0.6607142857142857,116
2023-07-19,1017,131,69,55,46,62,9,0.5267175572519084,0.8363636363636363,115
2023-07-20,1017,110,74,56,45,36,11,0.6727272727272727,0.8035714285714286,119
2023-07-21,1017,128,69,88,44,59,44,0.5390625,0.5,113
2023-07-22,1017,111,75,51,40,36,11,0.6756756756756757,0.7843137254901961,115
2023-07-23,1017,132,89,69,46,43,23,0.6742424242424242,0.6666666666666666,135
2023-07-24,1017,131,68,63,55,63,8,0.5190839694656488,0.873015873015873,123
2023-07-25,1017,105,84,86,31,21,55,0.8,0.36046511627906974,115
2023-07-26,1017,149,79,95,47,70,48,0.5302013422818792,0.49473684210526314,126
2023-07-27,1017,136,73,72,40,63,32,0.5367647058823529,0.5555555555555556,113
2023-07-28,1017,114,91,68,45,23,23,0.7982456140350878,0.6617647058823529,136
2023-07-29,1017,108,83,100,39,25,61,0.7685185185185185,0.39,122
2023-07-30,1017,145,74,51,42,71,9,0.5103448275862069,0.8235294117647058,116
2023-07-31,1017,134,72,83,38,62,45,0.5373134328358209,0.4578313253012048,110
2023-08-01,1017,102,74,84,48,28,36,0.7254901960784313,0.5714285714285714,122
2023-08-02,1017,117,76,50,29,41,21,0.6495726495726496,0.58,105
2023-08-03,1017,101,70,62,40,31,22,0.693069306930693,0.6451612903225806,110
2023-08-04,1017,111,92,69,46,19,23,0.8288288288288288,0.6666666666666666,138
2023-08-05,1017,139,85,61,33,54,28,0.6115107913669064,0.5409836065573771,118
2023-08-06,1017,143,84,58,42,59,16,0.5874125874125874,0.7241379310344828,126
2023-08-07,1017,142,85,56,27,57,29,0.5985915492957746,0.48214285714285715,112
2023-08-08,1017,137,62,70,34,75,36,0.45255474452554745,0.4857142857142857,96
2023-08-09,1017,117,68,87,40,49,47,0.5811965811965812,0.45977011494252873,108
2023-08-10,1017,129,70,78,42,59,36,0.5426356589147286,0.5384615384615384,112
2023-08-11,1017,133,73,63,32,60,31,0.5488721804511278,0.5079365079365079,105
2023-08-12,1017,142,84,87,37,58,50,0.5915492957746479,0.42528735632183906,121
2023-08-13,1017,145,81,85,41,64,44,0.5586206896551724,0.4823529411764706,122
2023-08-14,1017,101,75,94,37,26,57,0.7425742574257426,0.39361702127659576,112
2023-08-15,1017,128,74,79,47,54,32,0.578125,0.5949367088607594,121
2023-08-16,1017,107,77,61,37,30,24,0.719626168224299,0.6065573770491803,114
2023-08-17,1017,145,88,86,48,57,38,0.6068965517241379,0.5581395348837209,136
2023-08-18,1017,132,81,86,39,51,47,0.6136363636363636,0.45348837209302323,120
2023-08-19,1017,104,80,67,31,24,36,0.7692307692307693,0.4626865671641791,111
2023-08-20,1017,101,86,67,38,15,29,0.8514851485148515,0.5671641791044776,124
2023-08-21,1017,141,105,94,35,36,59,0.7446808510638298,0.3723404255319149,140
2023-08-22,1017,124,77,68,39,47,29,0.6209677419354839,0.5735294117647058,116
2023-08-23,1017,144,87,52,40,57,12,0.6041666666666666,0.7692307692307693,127
2023-08-24,1017,126,83,61,26,43,35,0.6587301587301587,0.4262295081967213,109
2023-08-25,1017,139,70,51,38,69,13,0.5035971223021583,0.7450980392156863,108
2023-08-26,1017,125,97,73,35,28,38,0.776,0.4794520547945205,132
2023-08-27,1017,148,85,97,38,63,59,0.5743243243243243,0.3917525773195876,123
2023-08-28,1017,133,82,87,41,51,46,0.6165413533834586,0.47126436781609193,123
2023-08-29,1017,104,94,51,51,10,0,0.9038461538461539,1,145
2023-08-30,1017,143,76,74,46,67,28,0.5314685314685315,0.6216216216216216,122
2023-08-31,1017,138,74,61,45,64,16,0.5362318840579711,0.7377049180327869,119
2023-09-01,1017,133,68,66,44,65,22,0.5112781954887218,0.6666666666666666,112
2023-09-02,1017,113,69,90,40,44,50,0.6106194690265486,0.4444444444444444,109
2023-09-03,1017,129,92,95,41,37,54,0.7131782945736435,0.43157894736842106,133
2023-09-04,1017,118,84,52,49,34,3,0.711864406779661,0.9423076923076923,133
2023-09-05,1017,112,79,51,35,33,16,0.7053571428571429,0.6862745098039216,114
2023-09-06,1017,126,77,56,49,49,7,0.6111111111111112,0.875,126
2023-09-07,1017,121,75,100,31,46,69,0.6198347107438017,0.31,106
2023-09-08,1017,115,66,64,33,49,31,0.5739130434782609,0.515625,99
2023-09-09,1017,104,71,84,41,33,43,0.6826923076923077,0.4880952380952381,112
2023-09-10,1017,108,91,60,41,17,19,0.8425925925925926,0.6833333333333333,132
2023-09-11,1017,142,79,50,36,63,14,0.5563380281690141,0.72,115
2023-09-12,1017,113,92,59,40,21,19,0.8141592920353983,0.6779661016949152,132
2023-09-13,1017,127,76,53,36,51,17,0.5984251968503937,0.6792452830188679,112
2023-09-14,1017,120,86,62,37,34,25,0.7166666666666667,0.5967741935483871,123
2023-09-15,1017,135,81,100,51,54,49,0.6,0.51,132
2023-09-16,1017,138,71,55,49,67,6,0.5144927536231884,0.8909090909090909,120
2023-09-17,1017,120,73,68,36,47,32,0.6083333333333333,0.5294117647058824,109
2023-09-18,1017,121,83,78,41,38,37,0.6859504132231405,0.5256410256410257,124
2023-09-19,1017,110,68,88,52,42,36,0.6181818181818182,0.5909090909090909,120
2023-09-20,1017,138,80,83,56,58,27,0.5797101449275363,0.6746987951807228,136
2023-09-21,1017,131,67,65,29,64,36,0.5114503816793893,0.4461538461538462,96
2023-09-22,1017,116,61,81,44,55,37,0.5258620689655172,0.5432098765432098,105
2023-09-23,1017,143,77,75,39,66,36,0.5384615384615384,0.52,116
2023-09-24,1017,148,73,66,38,75,28,0.49324324324324326,0.5757575757575758,111
2023-09-25,1017,123,90,79,41,33,38,0.7317073170731707,0.5189873417721519,131
2023-09-26,1017,147,73,82,41,74,41,0.4965986394557823,0.5,114
2023-09-27,1017,125,80,60,50,45,10,0.64,0.8333333333333334,130
2023-09-28,1017,133,79,85,47,54,38,0.5939849624060151,0.5529411764705883,126
2023-09-29,1017,108,78,53,36,30,17,0.7222222222222222,0.6792452830188679,114
2023-09-30,1017,118,80,89,39,38,50,0.6779661016949152,0.43820224719101125,119
2023-10-01,1017,140,72,74,39,68,35,0.5142857142857142,0.527027027027027,111
2023-10-02,1017,116,63,84,43,53,41,0.5431034482758621,0.5119047619047619,106
2023-10-03,1017,143,64,85,46,79,39,0.44755244755244755,0.5411764705882353,110
2023-10-04,1017,134,89,69,36,45,33,0.664179104477612,0.5217391304347826,125
2023-10-05,1017,122,74,89,26,48,63,0.6065573770491803,0.29213483146067415,100
2023-10-06,1017,144,68,90,41,76,49,0.4722222222222222,0.45555555555555555,109
2023-10-07,1017,144,75,79,33,69,46,0.5208333333333334,0.4177215189873418,108
2023-10-08,1017,125,61,55,39,64,16,0.488,0.7090909090909091,100
2023-10-09,1017,138,77,93,44,61,49,0.5579710144927537,0.4731182795698925,121
2023-10-10,1017,108,84,78,41,24,37,0.7777777777777778,0.5256410256410257,125
2023-10-11,1017,121,87,75,44,34,31,0.71900826446281,0.5866666666666667,131
2023-10-12,1017,128,81,73,34,47,39,0.6328125,0.4657534246575342,115
2023-10-13,1017,135,69,84,34,66,50,0.5111111111111111,0.40476190476190477,103
2023-10-14,1017,112,82,81,32,30,49,0.7321428571428571,0.3950617283950617,114
2023-10-15,1017,150,72,56,44,78,12,0.48,0.7857142857142857,116
2023-10-16,1017,126,84,55,49,42,6,0.6666666666666666,0.8909090909090909,133
2023-10-17,1017,124,69,56,39,55,17,0.5564516129032258,0.6964285714285714,108
2023-10-18,1017,112,84,70,39,28,31,0.75,0.5571428571428572,123
2023-10-19,1017,103,84,94,41,19,53,0.8155339805825242,0.43617021276595747,125
2023-10-20,1017,117,69,77,45,48,32,0.5897435897435898,0.5844155844155844,114
2023-10-21,1017,138,80,90,36,58,54,0.5797101449275363,0.4,116
2023-10-22,1017,107,81,88,36,26,52,0.7570093457943925,0.4090909090909091,117
2023-10-23,1017,139,96,94,38,43,56,0.6906474820143885,0.40425531914893614,134
2023-10-24,1017,150,90,67,47,60,20,0.6,0.7014925373134329,137
2023-10-25,1017,129,80,72,41,49,31,0.6201550387596899,0.5694444444444444,121
2023-10-26,1017,104,77,70,52,27,18,0.7403846153846154,0.7428571428571429,129
2023-10-27,1017,118,81,92,35,37,57,0.6864406779661016,0.3804347826086957,116
2023-10-28,1017,115,77,81,50,38,31,0.6695652173913044,0.6172839506172839,127
2023-10-29,1017,137,77,93,38,60,55,0.5620437956204379,0.40860215053763443,115
2023-10-30,1017,134,82,85,50,52,35,0.6119402985074627,0.5882352941176471,132
2023-10-31,1017,103,71,56,29,32,27,0.6893203883495146,0.5178571428571429,100
2023-11-01,1017,132,73,87,37,59,50,0.553030303030303,0.42528735632183906,110
2023-11-02,1017,150,73,76,42,77,34,0.4866666666666667,0.5526315789473685,115
2023-11-03,1017,121,79,80,56,42,24,0.6528925619834711,0.7,135
2023-11-04,1017,122,89,78,34,33,44,0.7295081967213115,0.4358974358974359,123
2023-11-05,1017,109,83,66,39,26,27,0.7614678899082569,0.5909090909090909,122
